coordinates,latestFullness,reason,serialNumber,description,ageThreshold,fullnessThreshold,timestamp
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,27-06-2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,27-06-2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,27-06-2018
144.6614327,8,FULLNESS,1511211,Cash Converters R Werribee,0,8,27-06-2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,27-06-2018
144.6611613,0,NOT_READY,1511213,79 Watton St R Werribee,0,8,27-06-2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,27-06-2018
144.7351335,0,NOT_READY,1511215,Woolworths R Point Cook,0,8,27-06-2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,27-06-2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,27-06-2018
144.7356467,0,NOT_READY,1511218,Aldi R Point Cook,0,8,27-06-2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,27-06-2018
144.7352167,8,FULLNESS,1511220,Nandos R Point Cook,0,8,27-06-2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,27-06-2018
144.660195,2,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,28-06-2018
144.7356233,6,NOT_READY,1511190,Aldi G Point Cook,0,8,28-06-2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,28-06-2018
144.66128,0,NOT_READY,1511192,General Practice R Werribee,0,8,28-06-2018
144.6575503,8,FULLNESS,1511193,Wedge St Piazza G Werribee,0,8,28-06-2018
144.7354967,8,FULLNESS,1511194,Ally Fashion G Point Cook,0,8,28-06-2018
144.7351407,0,NOT_READY,1511195,Nandos G Point Cook,0,8,28-06-2018
144.7351417,0,NOT_READY,1511196,Woolworths G Point Cook,0,8,28-06-2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,28-06-2018
144.6611495,8,FULLNESS,1511198,79 Watton St G Werribee,0,8,28-06-2018
144.7352829,0,NOT_READY,1511199,Coles G Point Cook,0,8,28-06-2018
144.6607367,0,NOT_READY,1511200,Watton Plaza G Werribee,0,8,28-06-2018
144.6603083,0,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,28-06-2018
144.661445,4,NOT_READY,1511203,Proven Training G Werribee,0,8,28-06-2018
144.6619167,2,NOT_READY,1511204,Hockingstuart G Werribee,0,8,28-06-2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,28-06-2018
144.6607583,4,NOT_READY,1511206,Watton Plaza R Werribee,0,8,28-06-2018
144.6602867,0,NOT_READY,1511207,Commercial Hotel R Werribee,0,8,28-06-2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,28-06-2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,28-06-2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,28-06-2018
144.6614327,0,NOT_READY,1511211,Cash Converters R Werribee,0,8,28-06-2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,28-06-2018
144.6611613,0,NOT_READY,1511213,79 Watton St R Werribee,0,8,28-06-2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,28-06-2018
144.7351335,6,NOT_READY,1511215,Woolworths R Point Cook,0,8,28-06-2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,28-06-2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,28-06-2018
144.7356467,6,NOT_READY,1511218,Aldi R Point Cook,0,8,28-06-2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,28-06-2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,28-06-2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,28-06-2018
144.660195,8,FULLNESS,1510830,Bendigo Bank G Werribee - General Waste,0,6,29-06-2018
144.7356233,8,FULLNESS,1511190,Aldi G Point Cook,0,8,29-06-2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,29-06-2018
144.66128,0,NOT_READY,1511192,General Practice R Werribee,0,8,29-06-2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,29-06-2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,29-06-2018
144.7351407,0,NOT_READY,1511195,Nandos G Point Cook,0,8,29-06-2018
144.7351417,0,NOT_READY,1511196,Woolworths G Point Cook,0,8,29-06-2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,29-06-2018
144.6611495,0,NOT_READY,1511198,79 Watton St G Werribee,0,8,29-06-2018
144.7352829,8,FULLNESS,1511199,Coles G Point Cook,0,8,29-06-2018
144.6607367,2,NOT_READY,1511200,Watton Plaza G Werribee,0,8,29-06-2018
144.6603083,6,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,29-06-2018
144.661445,8,FULLNESS,1511203,Proven Training G Werribee,0,8,29-06-2018
144.6619167,2,NOT_READY,1511204,Hockingstuart G Werribee,0,8,29-06-2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,29-06-2018
144.6607583,4,NOT_READY,1511206,Watton Plaza R Werribee,0,8,29-06-2018
144.6602867,8,FULLNESS,1511207,Commercial Hotel R Werribee,0,8,29-06-2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,29-06-2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,29-06-2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,29-06-2018
144.6614327,0,NOT_READY,1511211,Cash Converters R Werribee,0,8,29-06-2018
144.66128,8,FULLNESS,1511212,General Practice R Werribee,0,8,29-06-2018
144.6611613,6,NOT_READY,1511213,79 Watton St R Werribee,0,8,29-06-2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,29-06-2018
144.7351335,8,FULLNESS,1511215,Woolworths R Point Cook,0,8,29-06-2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,29-06-2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,29-06-2018
144.7356467,8,FULLNESS,1511218,Aldi R Point Cook,0,8,29-06-2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,29-06-2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,29-06-2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,29-06-2018
144.660195,6,FULLNESS,1510830,Bendigo Bank G Werribee - General Waste,0,6,30-06-2018
144.7356233,0,NOT_READY,1511190,Aldi G Point Cook,0,8,30-06-2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,30-06-2018
144.66128,0,NOT_READY,1511192,General Practice R Werribee,0,8,30-06-2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,30-06-2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,30-06-2018
144.7351407,0,NOT_READY,1511195,Nandos G Point Cook,0,8,30-06-2018
144.7351417,0,NOT_READY,1511196,Woolworths G Point Cook,0,8,30-06-2018
144.6619167,2,NOT_READY,1511197,Ballan House G Werribee,0,8,30-06-2018
144.6611495,0,NOT_READY,1511198,79 Watton St G Werribee,0,8,30-06-2018
144.7352829,0,NOT_READY,1511199,Coles G Point Cook,0,8,30-06-2018
144.6607367,0,NOT_READY,1511200,Watton Plaza G Werribee,0,8,30-06-2018
144.6603083,0,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,30-06-2018
144.661445,0,NOT_READY,1511203,Proven Training G Werribee,0,8,30-06-2018
144.6619167,8,FULLNESS,1511204,Hockingstuart G Werribee,0,8,30-06-2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,30-06-2018
144.6607583,0,NOT_READY,1511206,Watton Plaza R Werribee,0,8,30-06-2018
144.6602867,8,FULLNESS,1511207,Commercial Hotel R Werribee,0,8,30-06-2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,30-06-2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,30-06-2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,30-06-2018
144.6614327,2,NOT_READY,1511211,Cash Converters R Werribee,0,8,30-06-2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,30-06-2018
144.6611613,0,NOT_READY,1511213,79 Watton St R Werribee,0,8,30-06-2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,30-06-2018
144.7351335,0,NOT_READY,1511215,Woolworths R Point Cook,0,8,30-06-2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,30-06-2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,30-06-2018
144.7356467,0,NOT_READY,1511218,Aldi R Point Cook,0,8,30-06-2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,30-06-2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,30-06-2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,30-06-2018
144.660195,0,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,1/7/2018
144.7356233,6,NOT_READY,1511190,Aldi G Point Cook,0,8,1/7/2018
144.6614093,6,NOT_READY,1511191,Cash Converters G Werribee,0,8,1/7/2018
144.66128,4,NOT_READY,1511192,General Practice R Werribee,0,8,1/7/2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,1/7/2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,1/7/2018
144.7351407,0,NOT_READY,1511195,Nandos G Point Cook,0,8,1/7/2018
144.7351417,4,NOT_READY,1511196,Woolworths G Point Cook,0,8,1/7/2018
144.6619167,8,FULLNESS,1511197,Ballan House G Werribee,0,8,1/7/2018
144.6611495,0,NOT_READY,1511198,79 Watton St G Werribee,0,8,1/7/2018
144.7352829,6,NOT_READY,1511199,Coles G Point Cook,0,8,1/7/2018
144.6607367,6,NOT_READY,1511200,Watton Plaza G Werribee,0,8,1/7/2018
144.6603083,4,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,1/7/2018
144.661445,0,NOT_READY,1511203,Proven Training G Werribee,0,8,1/7/2018
144.6619167,0,NOT_READY,1511204,Hockingstuart G Werribee,0,8,1/7/2018
144.6613755,4,NOT_READY,1511205,Park Hotel G Werribee,0,8,1/7/2018
144.6607583,0,NOT_READY,1511206,Watton Plaza R Werribee,0,8,1/7/2018
144.6602867,8,FULLNESS,1511207,Commercial Hotel R Werribee,0,8,1/7/2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,1/7/2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,1/7/2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,1/7/2018
144.6614327,8,FULLNESS,1511211,Cash Converters R Werribee,0,8,1/7/2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,1/7/2018
144.6611613,6,NOT_READY,1511213,79 Watton St R Werribee,0,8,1/7/2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,1/7/2018
144.7351335,0,NOT_READY,1511215,Woolworths R Point Cook,0,8,1/7/2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,1/7/2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,1/7/2018
144.7356467,10,FULLNESS,1511218,Aldi R Point Cook,0,8,1/7/2018
144.6614718,4,NOT_READY,1511219,Proven Training R Werribee,0,8,1/7/2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,1/7/2018
144.6614036,8,FULLNESS,1511221,Park Hotel R Werribee,0,8,1/7/2018
144.660195,0,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,2/7/2018
144.7356233,8,FULLNESS,1511190,Aldi G Point Cook,0,8,2/7/2018
144.6614093,8,FULLNESS,1511191,Cash Converters G Werribee,0,8,2/7/2018
144.66128,4,NOT_READY,1511192,General Practice R Werribee,0,8,2/7/2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,2/7/2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,2/7/2018
144.7351407,2,NOT_READY,1511195,Nandos G Point Cook,0,8,2/7/2018
144.7351417,6,NOT_READY,1511196,Woolworths G Point Cook,0,8,2/7/2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,2/7/2018
144.6611495,0,NOT_READY,1511198,79 Watton St G Werribee,0,8,2/7/2018
144.7352829,10,FULLNESS,1511199,Coles G Point Cook,0,8,2/7/2018
144.6607367,8,FULLNESS,1511200,Watton Plaza G Werribee,0,8,2/7/2018
144.6603083,4,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,2/7/2018
144.661445,4,NOT_READY,1511203,Proven Training G Werribee,0,8,2/7/2018
144.6619167,0,NOT_READY,1511204,Hockingstuart G Werribee,0,8,2/7/2018
144.6613755,8,FULLNESS,1511205,Park Hotel G Werribee,0,8,2/7/2018
144.6607583,0,NOT_READY,1511206,Watton Plaza R Werribee,0,8,2/7/2018
144.6602867,8,FULLNESS,1511207,Commercial Hotel R Werribee,0,8,2/7/2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,2/7/2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,2/7/2018
144.6575183,0,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,2/7/2018
144.6614327,0,NOT_READY,1511211,Cash Converters R Werribee,0,8,2/7/2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,2/7/2018
144.6611613,6,NOT_READY,1511213,79 Watton St R Werribee,0,8,2/7/2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,2/7/2018
144.7351335,6,NOT_READY,1511215,Woolworths R Point Cook,0,8,2/7/2018
144.6618744,2,NOT_READY,1511216,Hockingstuart R Werribee,0,8,2/7/2018
144.6619361,0,NOT_READY,1511217,Ballan House R Werribee,0,8,2/7/2018
144.7356467,0,NOT_READY,1511218,Aldi R Point Cook,0,8,2/7/2018
144.6614718,4,NOT_READY,1511219,Proven Training R Werribee,0,8,2/7/2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,2/7/2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,2/7/2018
144.660195,0,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,3/7/2018
144.7356233,0,NOT_READY,1511190,Aldi G Point Cook,0,8,3/7/2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,3/7/2018
144.66128,6,NOT_READY,1511192,General Practice R Werribee,0,8,3/7/2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,3/7/2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,3/7/2018
144.7351407,6,NOT_READY,1511195,Nandos G Point Cook,0,8,3/7/2018
144.7351417,8,FULLNESS,1511196,Woolworths G Point Cook,0,8,3/7/2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,3/7/2018
144.6611495,4,NOT_READY,1511198,79 Watton St G Werribee,0,8,3/7/2018
144.7352829,0,NOT_READY,1511199,Coles G Point Cook,0,8,3/7/2018
144.6607367,0,NOT_READY,1511200,Watton Plaza G Werribee,0,8,3/7/2018
144.6603083,6,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,3/7/2018
144.661445,6,NOT_READY,1511203,Proven Training G Werribee,0,8,3/7/2018
144.6619167,4,NOT_READY,1511204,Hockingstuart G Werribee,0,8,3/7/2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,3/7/2018
144.6607583,8,FULLNESS,1511206,Watton Plaza R Werribee,0,8,3/7/2018
144.6602867,0,NOT_READY,1511207,Commercial Hotel R Werribee,0,8,3/7/2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,3/7/2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,3/7/2018
144.6575183,2,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,3/7/2018
144.6614327,0,NOT_READY,1511211,Cash Converters R Werribee,0,8,3/7/2018
144.66128,6,NOT_READY,1511212,General Practice R Werribee,0,8,3/7/2018
144.6611613,8,FULLNESS,1511213,79 Watton St R Werribee,0,8,3/7/2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,3/7/2018
144.7351335,8,FULLNESS,1511215,Woolworths R Point Cook,0,8,3/7/2018
144.6618744,2,NOT_READY,1511216,Hockingstuart R Werribee,0,8,3/7/2018
144.6619361,4,NOT_READY,1511217,Ballan House R Werribee,0,8,3/7/2018
144.7356467,0,NOT_READY,1511218,Aldi R Point Cook,0,8,3/7/2018
144.6614718,8,FULLNESS,1511219,Proven Training R Werribee,0,8,3/7/2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,3/7/2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,3/7/2018
144.660195,0,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,4/7/2018
144.7356233,0,NOT_READY,1511190,Aldi G Point Cook,0,8,4/7/2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,4/7/2018
144.66128,8,FULLNESS,1511192,General Practice R Werribee,0,8,4/7/2018
144.6575503,0,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,4/7/2018
144.7354967,0,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,4/7/2018
144.7351407,6,NOT_READY,1511195,Nandos G Point Cook,0,8,4/7/2018
144.7351417,0,NOT_READY,1511196,Woolworths G Point Cook,0,8,4/7/2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,4/7/2018
144.6611495,4,NOT_READY,1511198,79 Watton St G Werribee,0,8,4/7/2018
144.7352829,0,NOT_READY,1511199,Coles G Point Cook,0,8,4/7/2018
144.6607367,0,NOT_READY,1511200,Watton Plaza G Werribee,0,8,4/7/2018
144.6603083,6,NOT_READY,1511201,Commercial Hotel G Werribee,0,8,4/7/2018
144.661445,0,NOT_READY,1511203,Proven Training G Werribee,0,8,4/7/2018
144.6619167,4,NOT_READY,1511204,Hockingstuart G Werribee,0,8,4/7/2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,4/7/2018
144.6607583,0,NOT_READY,1511206,Watton Plaza R Werribee,0,8,4/7/2018
144.6602867,0,NOT_READY,1511207,Commercial Hotel R Werribee,0,8,4/7/2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,4/7/2018
144.6602679,0,NOT_READY,1511209,Bendigo Bank R Werribee,0,8,4/7/2018
144.6575183,2,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,4/7/2018
144.6614327,2,NOT_READY,1511211,Cash Converters R Werribee,0,8,4/7/2018
144.66128,10,FULLNESS,1511212,General Practice R Werribee,0,8,4/7/2018
144.6611613,0,NOT_READY,1511213,79 Watton St R Werribee,0,8,4/7/2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,4/7/2018
144.7351335,8,FULLNESS,1511215,Woolworths R Point Cook,0,8,4/7/2018
144.6618744,8,FULLNESS,1511216,Hockingstuart R Werribee,0,8,4/7/2018
144.6619361,6,NOT_READY,1511217,Ballan House R Werribee,0,8,4/7/2018
144.7356467,2,NOT_READY,1511218,Aldi R Point Cook,0,8,4/7/2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,4/7/2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,4/7/2018
144.6614036,8,FULLNESS,1511221,Park Hotel R Werribee,0,8,4/7/2018
144.660195,4,NOT_READY,1510830,Bendigo Bank G Werribee - General Waste,0,6,5/7/2018
144.7356233,2,NOT_READY,1511190,Aldi G Point Cook,0,8,5/7/2018
144.6614093,0,NOT_READY,1511191,Cash Converters G Werribee,0,8,5/7/2018
144.66128,0,NOT_READY,1511192,General Practice R Werribee,0,8,5/7/2018
144.6575503,2,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,5/7/2018
144.7354967,2,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,5/7/2018
144.7351407,6,NOT_READY,1511195,Nandos G Point Cook,0,8,5/7/2018
144.7351417,0,NOT_READY,1511196,Woolworths G Point Cook,0,8,5/7/2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,5/7/2018
144.6611495,4,NOT_READY,1511198,79 Watton St G Werribee,0,8,5/7/2018
144.7352829,6,NOT_READY,1511199,Coles G Point Cook,0,8,5/7/2018
144.6607367,0,NOT_READY,1511200,Watton Plaza G Werribee,0,8,5/7/2018
144.6603083,8,FULLNESS,1511201,Commercial Hotel G Werribee,0,8,5/7/2018
144.661445,0,NOT_READY,1511203,Proven Training G Werribee,0,8,5/7/2018
144.6619167,0,NOT_READY,1511204,Hockingstuart G Werribee,0,8,5/7/2018
144.6613755,0,NOT_READY,1511205,Park Hotel G Werribee,0,8,5/7/2018
144.6607583,0,NOT_READY,1511206,Watton Plaza R Werribee,0,8,5/7/2018
144.6602867,0,NOT_READY,1511207,Commercial Hotel R Werribee,0,8,5/7/2018
144.735345,0,NOT_READY,1511208,Coles R Point Cook,0,8,5/7/2018
144.6602679,8,FULLNESS,1511209,Bendigo Bank R Werribee,0,8,5/7/2018
144.6575183,2,NOT_READY,1511210,Wedge St Piazza R Werribee,0,8,5/7/2018
144.6614327,4,NOT_READY,1511211,Cash Converters R Werribee,0,8,5/7/2018
144.66128,0,NOT_READY,1511212,General Practice R Werribee,0,8,5/7/2018
144.6611613,4,NOT_READY,1511213,79 Watton St R Werribee,0,8,5/7/2018
144.7354533,0,NOT_READY,1511214,Ally Fashion R Point Cook,0,8,5/7/2018
144.7351335,0,NOT_READY,1511215,Woolworths R Point Cook,0,8,5/7/2018
144.6618744,0,NOT_READY,1511216,Hockingstuart R Werribee,0,8,5/7/2018
144.6619361,6,NOT_READY,1511217,Ballan House R Werribee,0,8,5/7/2018
144.7356467,2,NOT_READY,1511218,Aldi R Point Cook,0,8,5/7/2018
144.6614718,0,NOT_READY,1511219,Proven Training R Werribee,0,8,5/7/2018
144.7352167,0,NOT_READY,1511220,Nandos R Point Cook,0,8,5/7/2018
144.6614036,0,NOT_READY,1511221,Park Hotel R Werribee,0,8,5/7/2018
144.660195,6,FULLNESS,1510830,Bendigo Bank G Werribee - General Waste,0,6,6/7/2018
144.7356233,8,FULLNESS,1511190,Aldi G Point Cook,0,8,6/7/2018
144.6614093,8,FULLNESS,1511191,Cash Converters G Werribee,0,8,6/7/2018
144.66128,0,NOT_READY,1511192,General Practice R Werribee,0,8,6/7/2018
144.6575503,2,NOT_READY,1511193,Wedge St Piazza G Werribee,0,8,6/7/2018
144.7354967,2,NOT_READY,1511194,Ally Fashion G Point Cook,0,8,6/7/2018
144.7351407,8,FULLNESS,1511195,Nandos G Point Cook,0,8,6/7/2018
144.7351417,8,FULLNESS,1511196,Woolworths G Point Cook,0,8,6/7/2018
144.6619167,0,NOT_READY,1511197,Ballan House G Werribee,0,8,6/7/2018
